,Age,SkinType,SkinConcerns,SkinTyone,Skin Brightening
154271,25-34,Combination,Sun damage,Fair,"Papaya,Citrus Aurantifolia"
154274,25-34,Combination,Acne,Fair,"Papaya,Citrus Aurantifolia"
154280,25-34,Normal,Acne,Medium,"Papaya,Citrus Aurantifolia"
154281,18-24,Combination,Acne,Fair,"Papaya,Citrus Aurantifolia"
154282,18-24,Normal,Acne,Medium,"Papaya,Citrus Aurantifolia"
154285,55-120,Normal,Blackheads,Fair,"Papaya,Citrus Aurantifolia"
154286,18-24,Oily,Redness,Fair,"Papaya,Citrus Aurantifolia"
154288,25-34,Oily,Dullness,Medium,"Papaya,Citrus Aurantifolia"
154290,18-24,Oily,Dullness,Medium,"Papaya,Citrus Aurantifolia"
154293,25-34,Combination,Acne,Porcelain,"Papaya,Citrus Aurantifolia"
154294,18-24,Oily,Acne,Medium,"Papaya,Citrus Aurantifolia"
154297,25-34,Combination,Blackheads,Medium,"Papaya,Citrus Aurantifolia"
154301,25-34,Oily,Acne,Porcelain,"Papaya,Citrus Aurantifolia"
154304,18-24,Oily,Acne,Porcelain,"Papaya,Citrus Aurantifolia"
154307,18-24,Combination,Dullness,Fair,"Papaya,Citrus Aurantifolia"
154309,13-17,Dry,Blackheads,Medium,"Papaya,Citrus Aurantifolia"
154311,55-120,Combination,Acne,Light,"Papaya,Citrus Aurantifolia"
154314,45-54,Combination,Acne,Medium,"Papaya,Citrus Aurantifolia"
154315,18-24,Combination,Acne,Olive,"Papaya,Citrus Aurantifolia"
154323,35-44,Dry,Aging,Light,"Papaya,Citrus Aurantifolia"
154324,25-34,Oily,Blackheads,Fair,"Papaya,Citrus Aurantifolia"
154325,18-24,Normal,Dullness,Medium,"Papaya,Citrus Aurantifolia"
154326,25-34,Combination,Aging,Fair,"Papaya,Citrus Aurantifolia"
154328,13-17,Combination,Aging,Light,"Papaya,Citrus Aurantifolia"
154329,13-17,Dry,Aging,Fair,"Papaya,Citrus Aurantifolia"
154330,18-24,Combination,Aging,Light,"Papaya,Citrus Aurantifolia"
154335,25-34,Combination,Dark circles,Medium,"Papaya,Citrus Aurantifolia"
154336,25-34,Normal,Aging,Olive,"Papaya,Citrus Aurantifolia"
154338,18-24,Dry,Blackheads,Light,"Papaya,Citrus Aurantifolia"
154339,35-44,Normal,Acne,Light,"Papaya,Citrus Aurantifolia"
154340,18-24,Normal,Dark circles,Medium,"Papaya,Citrus Aurantifolia"
154342,25-34,Combination,Acne,Ebony,"Papaya,Citrus Aurantifolia"
154345,18-24,Normal,Aging,Olive,"Papaya,Citrus Aurantifolia"
154347,18-24,Combination,Acne,Ebony,"Papaya,Citrus Aurantifolia"
154348,55-120,Combination,Blackheads,Fair,"Papaya,Citrus Aurantifolia"
154349,25-34,Dry,Acne,Light,"Papaya,Citrus Aurantifolia"
154350,25-34,Normal,Aging,Light,"Papaya,Citrus Aurantifolia"
154355,25-34,Combination,Dullness,Tan,"Papaya,Citrus Aurantifolia"
154356,25-34,Oily,Dullness,Fair,"Papaya,Citrus Aurantifolia"
